"CountryOfResidence","Age","Gender","Kids","Education","WorkStatus","AnnualIncome","Occupation","OccupationYears","OccupationMonths","CommunitySize","MaritalStatus","NumberSons","NumberDaughters","DP1","DP2","DP3","DP4","DP5","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5","P1","P2","DPmean","AIPmean","GPmean","SWLSmean","HDI","Category"
"United States",28,"Female","No Kids","deg","full-time",45000,"",2,0,"Village","Single",0,0,4,5,4,4,3,1,2,2,2,4,2,4,4,5,5,4,3,4,3,5,4,2,4,1,3,2,5,4,4,4,4,4,2,4,4,3,4,4,4,4,1,2,2,2,2,"yes","yes",4,3.33333333333333,3.5,1.8,0.92,"Very High"
"United States",28,"Female","No Kids","deg","full-time",15000,"",4,0,"Medium-Sized","Single",0,0,4,2,2,2,2,5,3,5,5,5,5,5,4,4,5,4,5,5,4,5,5,2,3,5,1,4,5,3,5,4,4,5,5,5,5,4,5,4,4,1,2,1,4,5,4,"yes","yes",2.4,4.6,3.95,3.2,0.92,"Very High"
"United States",55,"Female","No Kids","ma","unemployed",NA,"",0,0,"Large Town","Married",0,0,2,2,3,2,2,1,2,4,3,2,3,2,3,2,3,2,3,1,2,2,3,2,3,2,2,2,2,3,3,3,3,2,1,2,4,3,3,4,2,3,3,4,3,4,3,"no","no",2.2,2.33333333333333,2.6,3.4,0.92,"Very High"
"United States",28,"Female","No Kids","deg","full-time",45000,"",4,6,"Small Town","Married",0,0,3,5,4,2,2,1,2,5,5,5,5,3,5,5,5,3,5,4,5,5,5,3,3,5,3,3,4,4,5,2,5,5,2,3,4,4,3,5,4,5,3,3,2,3,1,"yes","yes",3.2,4.2,3.85,2.4,0.92,"Very High"
"United States",45,"Female","No Kids","dip","unemployed",10000,"",0,0,"Village","Married",0,0,3,4,4,3,3,1,1,4,3,4,4,3,4,3,3,3,2,3,2,4,4,3,4,2,2,4,4,4,1,2,3,4,3,3,4,4,3,2,1,4,3,2,2,2,4,"yes","yes",3.4,2.93333333333333,3.05,2.6,0.92,"Very High"
"United States",55,"Female","No Kids","ma","full-time",67500,"",NA,0,"Village","Married",0,0,3,4,5,3,3,1,3,2,5,5,4,5,3,3,5,1,5,4,5,4,5,1,2,4,1,1,5,4,4,2,4,5,2,2,3,2,2,4,4,2,3,3,3,2,2,"yes","yes",3.6,3.66666666666667,2.95,2.6,0.92,"Very High"
"United States",32,"Female","Yes Kids","phd","part-time",35000,"",1,6,"Small Town","Married",1,1,2,2,3,2,2,1,2,1,3,2,5,2,3,2,3,2,3,2,3,1,2,1,2,2,1,1,2,3,3,3,5,3,2,1,3,3,2,3,3,2,4,4,5,5,5,"yes","no",2.2,2.33333333333333,2.35,4.6,0.92,"Very High"
"United States",80,"Male","Yes Kids","ma","retired",55000,"",0,0,"Large Town","Married",1,0,3,2,3,1,1,1,2,4,3,3,4,2,2,2,3,1,3,2,1,2,3,1,1,1,1,2,1,2,2,1,3,2,1,3,3,2,2,3,4,3,2,4,4,4,3,"yes","no",2,2.33333333333333,2.05,3.4,0.92,"Very High"
"United States",55,"Female","Yes Kids","deg","part-time",15000,"",0,0,"Small Town","Divorced",0,1,4,4,4,4,4,4,1,5,2,3,5,3,4,3,3,2,2,5,1,4,4,2,2,5,4,5,5,3,4,1,4,4,5,1,3,5,5,5,5,4,1,1,2,2,2,"yes","no",4,3.13333333333333,3.8,1.6,0.92,"Very High"
"United States",32,"Female","Yes Kids","ltuni","full-time",45000,"",0,0,"Large Town","Married",2,0,5,5,5,4,4,4,3,3,4,3,4,4,3,4,4,3,4,4,4,5,5,4,5,2,4,4,4,4,3,5,4,5,4,4,3,5,5,4,3,4,2,3,3,2,2,"yes","yes",4.6,3.73333333333333,4.05,2.4,0.92,"Very High"
"United States",45,"Female","Yes Kids","deg","unemployed",10000,"",0,0,"Village","Married",0,1,5,4,4,4,4,1,2,2,4,4,3,4,5,3,3,4,4,4,3,4,5,4,2,5,3,4,5,4,5,4,5,4,3,4,4,4,3,4,4,3,2,3,2,2,2,"yes","yes",4.2,3.33333333333333,3.95,2.2,0.92,"Very High"
"United States",45,"Female","Yes Kids","deg","full-time",150000,"",14,0,"Small Town","Married",0,2,3,4,4,3,3,1,1,4,5,3,4,3,4,2,4,5,2,5,2,4,4,4,4,4,4,4,4,4,4,2,3,5,4,5,2,5,5,5,5,4,2,3,3,3,2,"yes","no",3.4,3.26666666666667,4.05,2.6,0.92,"Very High"
"United States",19,"Female","No Kids","ltuni","student",10000,"",3,0,"Large Town","Single",0,0,1,1,3,1,1,1,1,1,2,1,1,1,2,1,4,5,2,5,1,1,4,2,2,5,4,1,1,4,3,1,4,1,1,4,5,1,1,2,3,3,4,4,5,5,4,"no","no",1.4,1.93333333333333,2.6,4.4,0.92,"Very High"
"United States",55,"Male","Yes Kids","dip","full-time",67500,"",9,0,"Large Town","Married",0,2,3,4,4,3,3,1,3,5,4,4,4,5,3,2,4,4,4,2,4,4,4,3,4,2,4,4,4,4,4,2,4,4,3,4,3,3,3,4,3,4,3,5,4,4,4,"yes","yes",3.4,3.53333333333333,3.5,4,0.92,"Very High"
"United States",28,"Female","No Kids","ltuni","full-time",45000,"",10,0,"Medium-Sized","Single",0,0,3,3,2,2,2,3,3,3,4,3,1,3,2,3,4,3,5,3,3,3,4,1,2,5,1,3,3,4,1,1,5,3,3,4,5,3,3,3,4,3,2,2,2,2,1,"yes","yes",2.4,3.06666666666667,3.05,1.8,0.92,"Very High"
"United States",55,"Female","Yes Kids","deg","full-time",45000,"",NA,0,"Village","Married",0,1,3,3,3,2,2,2,2,4,3,2,3,3,3,2,2,4,4,4,2,3,3,1,1,2,1,2,3,3,3,2,3,3,3,4,3,3,3,3,3,4,3,3,3,3,2,"yes","no",2.6,2.86666666666667,2.65,2.8,0.92,"Very High"
"United States",55,"Female","No Kids","ma","retired",87500,"",0,0,"Small Town","Married",0,0,2,4,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,3,1,1,4,1,2,3,1,4,4,3,5,1,2,4,1,2,3,1,1,5,4,5,3,3,3,4,3,"yes","yes",2,1.4,2.8,3.2,0.92,"Very High"
"United States",25,"Female","No Kids","phd","student",10000,"",1,0,"Village","Single",0,0,4,4,3,3,5,2,4,5,3,2,2,1,3,3,2,1,2,2,5,3,2,1,2,3,5,2,2,3,5,3,5,4,1,1,3,4,2,3,4,3,3,4,3,5,2,"yes","no",3.8,2.66666666666667,2.9,3.4,0.92,"Very High"
"United States",45,"Male","No Kids","phd","full-time",67500,"",3,0,"","Married",0,0,2,3,2,1,1,1,1,4,2,1,2,1,3,2,2,4,2,2,1,2,3,2,2,2,2,2,3,3,3,1,2,2,3,2,3,3,3,3,2,3,5,4,5,5,3,"no","no",1.8,2,2.45,4.4,0.92,"Very High"
"United States",55,"Male","Yes Kids","phd","full-time",150000,"",0,0,"Small Town","Married",1,1,3,3,2,2,2,1,1,1,1,2,3,3,3,3,4,3,3,1,1,3,2,2,2,4,3,2,4,4,3,2,2,4,2,4,3,3,3,4,4,3,3,4,3,4,3,"yes","no",2.4,2.2,3,3.4,0.92,"Very High"
"United States",32,"Male","No Kids","phd","full-time",55000,"",4,0,"Large Town","Married",0,0,3,3,3,2,2,1,2,2,3,3,3,3,3,3,3,2,3,2,3,3,3,2,3,2,2,3,1,2,3,2,2,3,1,2,3,4,3,3,3,3,4,4,4,4,4,"yes","no",2.6,2.6,2.5,4,0.92,"Very High"
"United States",45,"Male","No Kids","deg","full-time",150000,"",10,0,"Village","Married",0,0,3,4,4,3,3,2,2,4,3,4,3,3,3,3,3,2,2,4,2,2,4,2,3,1,4,3,3,2,4,2,3,4,2,4,4,2,2,3,4,3,3,4,4,3,2,"yes","no",3.4,2.8,2.95,3.2,0.92,"Very High"
"United States",55,"Female","Yes Kids","dip","part-time",10000,"",6,0,"Rural/Country","Married",3,0,4,4,4,3,3,2,2,4,5,3,5,4,4,3,5,3,3,2,4,2,4,2,4,2,3,2,4,5,5,4,1,4,2,4,4,4,3,5,5,3,4,3,4,5,3,"yes","yes",3.6,3.4,3.5,3.8,0.92,"Very High"
"United States",32,"Male","No Kids","deg","part-time",15000,"",0,3,"Village","Single",0,0,4,4,4,4,4,5,5,5,4,5,5,5,1,5,5,5,5,5,4,4,4,3,5,5,4,5,1,5,1,4,5,4,5,5,5,4,4,5,4,5,2,1,2,1,1,"yes","yes",4,4.53333333333333,4.15,1.4,0.92,"Very High"
"United States",55,"Male","Yes Kids","phd","full-time",87500,"",0,0,"Small Town","Married",0,1,1,2,2,1,1,1,1,4,2,1,2,1,2,1,1,2,2,3,1,2,2,1,2,1,5,2,1,2,3,2,2,3,1,2,3,2,2,2,1,3,5,5,5,4,4,"no","no",1.4,1.73333333333333,2.1,4.6,0.92,"Very High"
"United States",45,"Female","Yes Kids","deg","full-time",45000,"",0,0,"Village","Married",1,0,2,2,2,2,1,1,3,2,3,2,1,3,2,1,3,2,3,2,3,2,2,1,2,1,1,3,2,2,3,2,2,2,2,3,2,3,2,2,2,2,4,3,5,4,5,"no","no",1.8,2.2,2.05,4.2,0.92,"Very High"
"United States",45,"Female","No Kids","deg","full-time",250000,"",5,0,"Village","Single",0,0,4,4,4,3,3,2,3,2,4,3,3,2,3,2,3,2,3,3,2,4,4,2,3,4,4,3,3,3,3,2,3,3,3,3,3,4,3,3,3,3,3,2,3,2,1,"yes","no",3.6,2.73333333333333,3.1,2.2,0.92,"Very High"
"United States",32,"Male","No Kids","ma","full-time",250000,"",3,2,"Rural/Country","Married",0,0,4,4,3,4,4,1,3,5,2,4,2,3,4,3,4,5,3,4,2,4,4,2,5,1,4,5,3,4,3,4,4,3,1,3,4,4,3,4,3,4,2,2,2,4,2,"yes","yes",3.8,3.26666666666667,3.4,2.4,0.92,"Very High"
"United States",67,"Male","Yes Kids","phd","retired",87500,"",2,0,"Small Town","Married",1,1,4,4,4,2,2,1,2,3,4,4,3,5,3,4,4,1,3,2,4,3,4,3,4,2,3,3,5,3,4,3,3,4,2,3,4,4,4,5,5,4,2,3,3,4,2,"yes","yes",3.2,3.06666666666667,3.6,2.8,0.92,"Very High"
"United States",55,"Female","No Kids","ma","full-time",67500,"",6,0,"Village","Divorced",0,0,3,4,3,3,3,4,3,4,4,4,4,4,3,4,4,3,4,4,3,5,5,5,2,1,5,2,3,3,3,3,1,4,3,3,3,4,4,3,2,3,4,4,4,3,2,"yes","no",3.2,3.8,3.1,3.4,0.92,"Very High"
"United States",32,"Male","Yes Kids","phd","full-time",250000,"",2,0,"Small Town","Married",1,0,3,3,3,3,3,1,1,5,2,2,2,4,3,2,2,2,2,3,2,3,3,2,2,3,3,2,2,3,3,2,3,3,1,2,3,4,2,3,3,3,3,3,3,3,3,"yes","no",3,2.4,2.6,3,0.92,"Very High"
"United States",32,"Male","No Kids","phd","student",15000,"",5,0,"Large Town","Single",0,0,3,5,2,3,3,1,1,1,1,5,5,4,5,5,5,1,1,3,1,5,5,1,2,5,5,1,5,1,5,1,2,5,2,3,5,3,3,5,5,5,1,1,1,1,1,"yes","yes",3.2,2.93333333333333,3.45,1,0.92,"Very High"
"United States",28,"Male","No Kids","ma","full-time",15000,"",2,0,"Large Town","Married",0,0,2,3,4,3,3,2,2,5,3,2,1,2,2,2,2,4,3,4,3,3,4,3,3,3,2,2,3,4,3,3,3,3,3,3,3,3,3,2,2,3,5,5,5,5,4,"no","no",3,2.66666666666667,2.9,4.8,0.92,"Very High"
"United States",23,"Male","No Kids","deg","full-time",45000,"",0,1,"Small Town","Single",0,0,4,4,5,4,4,2,2,2,3,3,3,2,3,2,4,2,3,2,1,1,1,1,3,3,2,1,5,3,4,2,3,2,1,1,3,2,2,3,1,3,4,3,3,4,3,"yes","yes",4.2,2.33333333333333,2.3,3.4,0.92,"Very High"
"United States",67,"Female","No Kids","deg","",NA,"",0,0,"","Married",0,0,3,3,4,2,2,2,3,3,5,3,1,2,4,3,3,3,4,3,4,3,4,2,4,3,3,4,3,5,4,4,4,4,4,5,3,3,2,4,3,3,5,5,4,4,3,"yes","yes",2.8,3.06666666666667,3.55,4.2,0.92,"Very High"
"United States",28,"Male","Yes Kids","ma","student",15000,"",3,6,"Small Town","Married",0,1,3,4,3,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,2,4,4,3,3,4,2,4,3,3,4,2,3,4,4,4,4,4,3,4,4,4,3,3,3,3,3,"yes","yes",3.6,3.66666666666667,3.5,3,0.92,"Very High"
"United States",37,"Female","Yes Kids","phd","full-time",87500,"",5,0,"Large Town","Married",1,1,4,3,4,2,2,3,1,1,2,1,1,1,2,1,4,3,2,3,1,1,3,3,1,1,1,2,3,2,3,1,2,4,3,3,3,4,3,4,3,3,4,4,5,5,4,"yes","no",3,1.8,2.6,4.4,0.92,"Very High"
"United States",28,"Female","Yes Kids","deg","full-time",25000,"",4,6,"Large Town","Single",0,1,1,1,1,1,1,5,5,5,1,3,1,1,4,1,1,5,4,5,1,1,1,1,2,3,2,3,1,3,1,1,5,1,3,5,2,1,1,2,1,2,3,3,3,3,5,"yes","no",1,2.86666666666667,2.05,3.4,0.92,"Very High"
"United States",32,"Male","Yes Kids","ltuni","full-time",67500,"",7,0,"Village","Married",3,1,3,5,5,4,4,2,4,5,5,5,3,5,3,5,5,4,5,2,3,5,5,3,4,5,5,5,5,4,5,3,4,5,4,5,4,5,5,4,5,4,5,5,5,5,5,"yes","yes",4.2,4.06666666666667,4.45,5,0.92,"Very High"
"United States",32,"Female","Yes Kids","dip","full-time",25000,"",2,0,"Small Town","Married",1,1,3,4,4,3,3,3,3,3,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,2,3,4,4,3,5,5,5,3,2,5,3,5,5,4,4,5,2,3,3,2,4,"yes","yes",3.4,4.46666666666667,4.05,2.8,0.92,"Very High"
"United States",28,"Female","No Kids","ma","student",35000,"",0,8,"Small Town","Single",0,0,4,4,4,2,2,3,2,4,2,2,2,5,4,2,4,5,2,5,2,3,4,2,3,4,3,3,5,5,4,2,2,4,4,4,4,4,3,3,5,4,2,3,3,3,2,"yes","yes",3.2,3.13333333333333,3.6,2.6,0.92,"Very High"
"United States",37,"Female","No Kids","deg","part-time",25000,"",3,3,"Village","Single",0,0,5,5,5,5,5,3,3,3,4,5,4,2,4,5,5,4,4,5,3,5,5,4,3,5,5,3,5,5,5,4,5,5,2,3,4,4,4,5,5,5,2,2,2,2,2,"yes","yes",5,3.93333333333333,4.3,2,0.92,"Very High"
"United States",32,"Female","Yes Kids","ltuni","full-time",45000,"",2,3,"Large Town","Single",0,1,4,4,3,2,2,3,3,5,5,3,2,3,4,3,3,3,5,2,5,3,4,1,3,4,4,4,4,3,4,3,5,4,4,4,4,4,3,3,4,4,4,3,3,4,3,"yes","yes",3,3.46666666666667,3.65,3.4,0.92,"Very High"
"United States",32,"Male","No Kids","ma","student",15000,"",12,0,"Large Town","Single",0,0,3,5,5,5,5,2,4,2,2,5,2,5,5,5,5,4,4,1,5,5,5,3,5,5,2,4,5,4,5,4,4,5,5,5,5,5,5,5,5,5,1,1,1,1,1,"yes","yes",4.6,3.73333333333333,4.55,1,0.92,"Very High"
"United States",67,"Male","Yes Kids","deg","part-time",10000,"",0,6,"Small Town","Married",2,1,5,5,5,5,5,1,1,1,5,5,5,1,1,5,5,5,1,1,1,5,5,1,1,1,5,1,5,1,5,1,4,5,1,1,2,5,1,3,2,3,1,5,1,1,1,"yes","no",5,2.86666666666667,2.65,1.8,0.92,"Very High"
"United States",67,"Male","Yes Kids","ma","full-time",250000,"",12,0,"Large Town","Married",1,3,4,3,3,2,2,2,2,5,4,2,3,5,3,2,2,2,4,2,3,4,3,2,4,4,1,1,3,4,4,3,2,4,4,4,3,4,3,5,4,5,4,5,4,4,4,"yes","yes",2.8,3,3.35,4.2,0.92,"Very High"
"United States",23,"Female","No Kids","deg","full-time",25000,"",0,11,"Village","Single",0,0,4,4,4,3,3,1,4,1,5,4,4,5,5,3,5,3,5,3,5,5,5,5,3,4,5,5,3,4,3,5,1,5,1,3,4,5,5,4,4,4,5,5,5,5,5,"yes","yes",3.6,3.86666666666667,3.9,5,0.92,"Very High"
"United States",23,"Female","No Kids","ma","student",55000,"",1,0,"Village","Single",0,0,4,4,3,1,1,1,1,2,3,3,1,4,3,3,4,5,4,3,3,3,5,3,2,5,4,5,4,3,4,2,4,4,1,2,4,3,4,5,4,3,4,4,5,5,3,"yes","yes",2.6,2.86666666666667,3.55,4.2,0.92,"Very High"
"United States",25,"Male","No Kids","ltuni","student",10000,"",0,0,"Village","Single",0,0,4,5,5,5,5,5,2,4,2,5,2,5,5,5,5,5,3,5,2,5,5,1,2,4,5,2,5,4,5,5,1,5,5,5,5,5,5,5,5,5,1,1,1,1,1,"yes","yes",4.8,4,4.2,1,0.92,"Very High"
"United States",32,"Male","No Kids","phd","full-time",150000,"",0,6,"Large Town","Married",0,0,4,3,5,5,5,3,3,4,4,5,2,4,4,5,5,3,5,5,5,5,2,4,3,5,3,3,5,4,5,4,5,4,4,4,4,4,4,5,5,5,4,4,4,4,5,"yes","yes",4.4,4.13333333333333,4.1,4.2,0.92,"Very High"
"United States",45,"","Yes Kids","deg","full-time",67500,"",10,0,"Small Town","Married",1,0,4,4,4,3,2,4,2,5,3,3,3,2,3,3,3,3,3,4,2,4,5,2,3,2,4,3,4,4,5,3,4,5,3,4,4,2,4,5,2,5,4,4,4,4,4,"yes","no",3.4,3.13333333333333,3.65,4,0.92,"Very High"
"United States",55,"Female","Yes Kids","ltuni","retired",150000,"",9,0,"Medium-Sized","Married",1,1,3,3,2,2,2,1,3,4,4,3,4,4,4,3,4,3,4,3,4,3,4,2,4,2,2,3,3,3,4,4,4,4,2,2,3,3,2,4,4,4,2,4,2,3,2,"yes","yes",2.4,3.4,3.15,2.6,0.92,"Very High"
"United States",45,"Female","No Kids","ma","full-time",55000,"",0,0,"Small Town","",0,0,3,3,3,2,2,2,2,4,3,3,3,3,4,3,3,2,4,3,3,3,3,2,4,4,3,2,2,3,3,2,3,3,3,4,4,3,2,3,3,4,3,3,3,3,3,"yes","yes",2.6,3,3,3,0.92,"Very High"
"United States",45,"Male","Yes Kids","ma","full-time",150000,"",0,0,"Small Town","Separated",1,1,5,4,4,2,2,2,2,5,2,3,5,2,4,2,4,2,3,1,3,5,3,1,1,4,1,1,1,4,3,4,1,3,1,2,4,5,2,5,5,5,3,4,3,4,2,"yes","yes",3.4,3,2.8,3.2,0.92,"Very High"
"United States",45,"Female","Yes Kids","deg","unemployed",87500,"",1,2,"Small Town","Married",1,0,5,5,5,5,5,4,1,5,2,5,5,3,3,2,5,3,2,5,1,5,5,3,2,2,5,3,5,4,5,1,2,5,5,5,5,5,5,5,5,5,2,2,2,2,3,"yes","yes",5,3.4,4.1,2.2,0.92,"Very High"
"United States",67,"Male","Yes Kids","phd","retired",250000,"",0,0,"Small Town","Married",0,2,4,4,4,4,4,1,3,2,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,2,3,3,3,3,4,3,3,3,3,4,3,4,4,4,4,4,2,2,2,2,2,"yes","yes",4,3.46666666666667,3.35,2,0.92,"Very High"
"United States",32,"Female","No Kids","deg","unemployed",250000,"",0,0,"Village","Married",0,0,5,5,5,4,4,4,3,5,5,4,4,5,4,2,4,2,3,4,5,5,5,2,2,3,4,2,4,4,4,5,4,5,1,5,3,5,4,4,4,4,4,4,4,4,3,"yes","yes",4.6,3.93333333333333,3.7,3.8,0.92,"Very High"
"United States",28,"Male","No Kids","ltuni","student",15000,"",NA,0,"Village","Single",0,0,5,4,4,3,3,2,2,4,5,3,3,3,4,3,4,3,3,4,2,5,4,1,4,5,4,1,5,4,4,4,3,4,4,3,4,4,4,5,5,5,4,4,4,3,3,"yes","no",3.8,3.33333333333333,3.85,3.6,0.92,"Very High"
"United States",55,"Female","No Kids","ma","full-time",45000,"",6,5,"Rural/Country","Married",0,0,3,2,3,3,3,1,2,3,4,5,3,2,5,5,5,5,3,3,5,3,4,1,1,5,4,2,5,1,5,4,4,5,3,3,5,1,2,5,5,3,3,3,2,2,2,"yes","yes",2.8,3.6,3.4,2.4,0.92,"Very High"
"United States",45,"","No Kids","phd","full-time",150000,"",5,2,"Village","Divorced",0,0,2,1,2,1,1,2,1,3,1,2,1,1,3,3,3,2,1,2,1,3,3,1,3,4,1,2,3,2,3,1,2,4,3,3,3,3,2,2,3,4,5,5,5,5,4,"no","yes",1.4,1.93333333333333,2.6,4.8,0.92,"Very High"
"United States",55,"Male","Yes Kids","deg","full-time",150000,"",0,1,"Large Town","Married",1,0,3,3,3,2,2,2,2,5,2,3,3,3,3,3,3,2,2,2,3,4,3,3,2,3,3,3,2,3,3,2,3,3,2,2,3,4,4,4,2,3,3,3,2,4,2,"yes","no",2.6,2.8,2.85,2.8,0.92,"Very High"
"United States",28,"Female","No Kids","ma","student",25000,"",5,0,"Small Town","Single",0,0,1,3,1,1,1,3,2,5,5,4,2,5,5,5,5,5,5,5,4,5,5,1,3,5,5,3,5,1,5,5,5,5,4,5,5,3,3,5,5,5,2,3,3,2,1,"yes","yes",1.4,4.33333333333333,4.15,2.2,0.92,"Very High"
"United States",32,"Male","No Kids","phd","full-time",35000,"",2,0,"Village","Single",0,0,4,5,4,3,3,1,1,5,1,3,1,3,4,4,2,3,2,4,1,1,5,3,4,4,2,4,4,4,4,2,3,3,2,4,4,3,3,5,5,5,3,3,3,3,3,"yes","no",3.8,2.4,3.65,3,0.92,"Very High"
"United States",28,"Female","No Kids","deg","student",35000,"",2,0,"Large Town","Single",0,0,4,4,3,3,3,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4,3,3,4,3,4,4,4,3,5,4,4,4,4,4,4,4,4,4,4,3,3,2,2,2,2,"yes","yes",3.4,3.8,3.8,2.2,0.92,"Very High"
"United States",37,"Female","No Kids","ma","full-time",67500,"",6,1,"Rural/Country","Single",0,0,4,4,3,2,3,3,2,5,2,3,4,2,4,3,3,3,2,3,1,3,4,2,3,3,3,3,3,4,3,4,2,4,4,4,4,4,4,4,4,4,1,2,2,2,2,"yes","no",3.2,2.86666666666667,3.5,1.8,0.92,"Very High"
"United States",37,"Male","Yes Kids","ma","full-time",87500,"",10,0,"Rural/Country","Married",0,2,4,4,1,3,3,2,4,3,4,4,4,4,3,4,2,1,4,2,4,3,2,3,2,2,4,3,3,3,4,4,4,2,2,2,4,4,3,4,3,3,4,4,4,4,2,"yes","no",3,3.2,3.05,3.6,0.92,"Very High"
"United States",55,"Female","Yes Kids","ma","full-time",67500,"",0,0,"Small Town","Married",1,1,5,5,5,5,5,1,5,4,5,4,5,5,3,4,5,3,5,3,5,5,5,3,1,5,3,1,4,5,5,5,4,5,2,2,5,4,4,5,4,5,3,3,4,4,3,"yes","yes",5,4.13333333333333,3.85,3.4,0.92,"Very High"
"United States",28,"Male","Yes Kids","ma","unemployed",10000,"",1,5,"Medium-Sized","Married",1,0,4,5,5,5,5,1,4,4,4,5,5,5,5,5,5,3,3,2,4,5,5,4,3,3,3,1,5,4,4,5,4,4,4,5,4,4,5,3,4,4,1,1,1,2,1,"yes","yes",4.8,4,3.9,1.2,0.92,"Very High"
"United States",19,"Female","No Kids","ltuni","student",NA,"",0,0,"Large Town","Single",0,0,3,4,4,4,4,1,1,3,3,4,4,5,5,4,5,2,3,2,2,3,4,4,4,5,5,5,4,4,5,2,3,4,3,3,4,3,2,4,4,4,2,3,2,4,3,"yes","yes",3.8,3.13333333333333,3.8,2.8,0.92,"Very High"
"United States",55,"Female","No Kids","dip","retired",15000,"",6,0,"Large Town","Divorced",0,0,5,4,4,3,3,1,1,2,3,3,2,2,2,1,3,3,2,5,2,4,4,2,3,5,3,3,3,4,5,2,2,3,3,4,4,3,1,4,5,2,2,1,1,2,1,"yes","yes",3.8,2.4,3.25,1.4,0.92,"Very High"
"United States",28,"Female","No Kids","ma","part-time",25000,"",3,0,"Village","Married",0,0,3,3,2,2,2,1,1,1,3,1,4,3,3,1,3,1,3,1,3,2,3,2,3,1,2,2,1,4,4,2,4,3,1,4,2,3,2,3,3,2,3,4,4,4,5,"yes","no",2.4,2.06666666666667,2.55,4,0.92,"Very High"
"United States",24,"Female","No Kids","ma","student",25000,"",1,0,"Large Town","Married",0,0,4,3,3,2,2,2,5,4,5,3,4,5,4,2,5,4,5,5,5,4,4,4,4,4,5,3,5,3,4,5,5,3,5,4,4,5,5,4,4,4,5,4,5,5,5,"yes","no",2.8,4.13333333333333,4.2,4.8,0.92,"Very High"
"United States",55,"Male","No Kids","phd","full-time",250000,"",0,0,"Rural/Country","Married",0,0,2,2,3,2,2,1,1,3,3,2,2,2,3,2,2,3,2,4,2,3,3,2,3,3,2,2,2,2,2,2,4,3,2,2,3,2,2,3,3,3,3,4,4,4,3,"no","no",2.2,2.33333333333333,2.5,3.6,0.92,"Very High"
"United States",28,"Female","No Kids","deg","full-time",45000,"",1,1,"Rural/Country","Married",0,0,3,4,4,2,2,1,1,4,1,3,2,1,2,4,3,2,1,3,1,2,3,1,2,2,3,1,3,4,4,2,2,4,1,1,4,5,4,4,3,3,3,5,4,4,4,"yes","yes",3,2.06666666666667,2.8,4,0.92,"Very High"
"United States",55,"Male","No Kids","phd","full-time",150000,"",14,9,"Village","Married",0,0,3,3,3,3,3,1,1,4,3,2,4,3,4,2,3,2,3,3,2,2,3,3,3,2,2,2,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,4,4,4,4,"yes","yes",3,2.6,2.75,3.8,0.92,"Very High"
"United States",67,"Male","No Kids","","full-time",NA,"",5,0,"","",0,0,5,2,4,4,4,2,5,5,5,5,5,5,5,5,5,1,5,5,5,5,4,3,2,5,5,4,5,4,5,5,5,5,3,2,4,5,5,5,5,5,3,4,2,2,2,"yes","yes",3.8,4.53333333333333,4.3,2.6,0.92,"Very High"
"United States",25,"Male","No Kids","deg","unemployed",10000,"",NA,0,"Large Town","Single",0,0,4,5,5,5,5,3,3,5,2,5,1,4,4,3,4,3,4,5,3,4,4,2,5,5,5,5,4,5,5,2,2,5,4,4,1,5,5,4,5,1,3,4,3,3,2,"yes","yes",4.8,3.53333333333333,3.9,3,0.92,"Very High"
"United States",45,"Male","No Kids","phd","part-time",45000,"",3,0,"Village","Married",0,0,3,3,4,4,5,4,3,1,5,5,4,4,4,3,5,2,4,4,5,4,4,1,1,5,3,4,5,5,5,5,4,5,4,4,3,5,5,4,4,4,3,4,4,5,2,"yes","yes",3.8,3.8,4,3.6,0.92,"Very High"
"United States",67,"Male","Yes Kids","phd","retired",250000,"",3,9,"Village","Married",1,1,4,4,3,3,4,1,1,5,1,4,4,4,1,5,5,2,1,2,2,5,4,4,4,5,3,2,4,4,4,1,5,5,2,2,4,4,3,5,5,5,3,4,2,5,2,"yes","yes",3.6,2.86666666666667,3.75,3.2,0.92,"Very High"
"United States",32,"Female","No Kids","deg","full-time",55000,"",7,7,"Village","Married",0,0,4,3,4,5,5,1,3,4,5,5,4,5,5,3,5,4,4,4,5,5,1,3,5,5,5,3,5,4,5,4,5,5,2,5,4,5,5,5,5,5,5,4,5,5,5,"yes","no",4.2,4.13333333333333,4.3,4.8,0.92,"Very High"
"United States",32,"Female","Yes Kids","ltuni","unemployed",67500,"",14,0,"Large Town","Married",2,1,3,4,5,3,3,2,2,4,4,2,4,4,4,2,4,5,3,4,3,4,4,2,3,4,4,3,3,4,4,4,5,4,5,4,4,5,3,3,4,4,3,3,3,4,4,"yes","yes",3.6,3.4,3.8,3.4,0.92,"Very High"
